INSTNM,CITY,STABBR,ZIP,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL
Paul Mitchell the School-Logan,Logan,UT,84341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Lombard,Lombard,IL,60148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Louisville,Louisville,KY,40222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Madison,Madison,WI,53717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Memphis,Memphis,TN,38111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Merrillville,Merrillville,IN,46410-5540,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Miami,Miami,FL,33156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Michigan,Sterling Heights,MI,48313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Milwaukee,Pawaukee,WI,53072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Missouri Columbia,Columbia,MO,65203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Modesto,Modesto,CA,95350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Murfreesboro,Murfreesboro,TN,37129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Nampa,Nampa,ID,83687-0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Normal,Normal,IL,61761,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-North Haven,North Haven,CT,6473,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Ogden,Ogden,UT,84401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Orlando,Oviedo,FL,32765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Overland Park,Overland Park,KS,66212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Pasadena,Pasadena,CA,91101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Phoenix,Phoenix,AZ,85017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Portland,Portland,OR,97205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Portsmouth,Portsmouth,NH,03801-4084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Provo,Provo,UT,84606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Raleigh,Raleigh,NC,27612-7358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Reno,Reno,NV,89502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Rexburg,Rexburg,ID,83440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Rhode Island,Cranston,RI,2920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Richland,Richland,WA,99352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Roanoke,Roanoke,VA,24015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Sacramento,Sacramento,CA,95825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Salt Lake City,Holladay,UT,84117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-San Antonio,San Antonio,TX,78259,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-San Diego,San Diego,CA,92101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-San Jose,San Jose,CA,95113-2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Schenectady,Schenectady,NY,12305-2303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Sherman Oaks,Sherman Oaks,CA,91403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Spokane,Spokane Valley,WA,99037-5041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Springfield,Springfield,MO,65807,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-St Louis,St. Louis,MO,63108-1554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-St. George,Saint George,UT,84770-0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Tampa,Tampa,FL,33625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Temecula,Temecula,CA,92591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Toledo,Sylvania,OH,43560-2539,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Tulsa,Tulsa,OK,74134-1410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Twin Falls,TWIN FALLS,ID,83301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Tysons Corner,McLean,VA,22102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Wichita,Wichita,KS,67226-0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Mitchell the School-Woodbridge,Woodbridge,VA,22192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Paul Quinn College,Dallas,TX,75241,0.7916,410,480,390,430,330,415,445,410,373,15,19,12,17,15,18,5,8,17,15,17,7,885,885
Paul Smiths College of Arts and Science,Paul Smiths,NY,12970-0265,0.6981,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Payne Theological Seminary,Wilberforce,OH,45384,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PC AGE-Metropark,Iselin,NJ,8830,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PCI Academy-Ames,Ames,IA,50010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PCI Academy-Plymouth,Plymouth,MN,55446,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PCI College,Cerritos,CA,90703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PCI Health Training Center,Dallas,TX,75247-4720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pearl River Community College,Poplarville,MS,39470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pearl River Community College-Forrest County Center,Hattiesburg,MS,39401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Peirce College,Philadelphia,PA,19102-4699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pellissippi State Community College,Knoxville,TN,37933-0990,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Peloton College,Dallas,TX,75206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Peloton College,Arlington,TX,76011-9998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Peninsula College,Port Angeles,WA,98362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Penn Commercial Business/Technical School,Washington,PA,15301-6822,0.7546,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennco Tech-Blackwood,Blackwood,NJ,8012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennco Tech-Bristol,Bristol,PA,19007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,19102-1510,0.8837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania College of Art and Design,Lancaster,PA,17608-0059,0.4334,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania College of Health Sciences,Lancaster,PA,17601,0.7824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania College of Technology,Williamsport,PA,17701-5799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania Gunsmith School,Pittsburgh,PA,15202-2637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania Highlands Community College,Johnstown,PA,15904-2949,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania Institute of Technology,Media,PA,19063-4098,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pennsylvania State University-College of Medicine,Hershey,PA,17033-2360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1201
Pennsylvania State University-Dickinson Law,Carlisle,PA,17013-2861,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1201
Pennsylvania State University-Main Campus,University Park,PA,16802-1503,0.7594,540,640,530,670,540,640,590,600,590,23,30,22,30,23,29,8,9,27,26,26,9,1201,1201
Pennsylvania State University-Penn State Abington,Abington,PA,19001-3918,NULL,NULL,NULL,NULL,NULL,410,520,NULL,NULL,465,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Altoona,Altoona,PA,16601-3777,NULL,NULL,NULL,NULL,NULL,430,530,NULL,NULL,480,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Beaver,Monaca,PA,15061-2764,NULL,NULL,NULL,NULL,NULL,410,530,NULL,NULL,470,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Berks,Reading,PA,19610-1016,NULL,NULL,NULL,NULL,NULL,410,520,NULL,NULL,465,NULL,NULL,NULL,NULL,NULL,NULL,7,8,NULL,NULL,NULL,8,NULL,1201
Pennsylvania State University-Penn State Brandywine,Media,PA,19063-5522,NULL,NULL,NULL,NULL,NULL,410,510,NULL,NULL,460,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State DuBois,DuBois,PA,15801-2549,NULL,NULL,NULL,NULL,NULL,390,490,NULL,NULL,440,NULL,NULL,NULL,NULL,NULL,NULL,4,9,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,16563-0001,NULL,NULL,NULL,NULL,NULL,440,550,NULL,NULL,495,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,15456-1025,NULL,NULL,NULL,NULL,NULL,370,470,NULL,NULL,420,NULL,NULL,NULL,NULL,NULL,NULL,5,6,NULL,NULL,NULL,6,NULL,1201
Pennsylvania State University-Penn State Great Valley,Malvern,PA,19355-1488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1201
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,15132-7644,NULL,NULL,NULL,NULL,NULL,380,510,NULL,NULL,445,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,17057-4846,NULL,NULL,NULL,NULL,NULL,430,550,NULL,NULL,490,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,18202-8025,NULL,NULL,NULL,NULL,NULL,390,500,NULL,NULL,445,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,18034-8447,NULL,NULL,NULL,NULL,NULL,420,540,NULL,NULL,480,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,17237-9700,NULL,NULL,NULL,NULL,NULL,410,500,NULL,NULL,455,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,15068-1765,NULL,NULL,NULL,NULL,NULL,410,510,NULL,NULL,460,NULL,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,17972-2202,NULL,NULL,NULL,NULL,NULL,395,500,NULL,NULL,448,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Scranton,Dunmore,PA,18512-1602,NULL,NULL,NULL,NULL,NULL,410,510,NULL,NULL,460,NULL,NULL,NULL,NULL,NULL,NULL,5,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Shenango,Sharon,PA,16146-1537,NULL,NULL,NULL,NULL,NULL,400,500,NULL,NULL,450,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,18627-0217,NULL,NULL,NULL,NULL,NULL,420,520,NULL,NULL,470,NULL,NULL,NULL,NULL,NULL,NULL,7,8,NULL,NULL,NULL,8,NULL,1201
Pennsylvania State University-Penn State York,York,PA,17403-3326,NULL,NULL,NULL,NULL,NULL,420,550,NULL,NULL,485,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Pennsylvania State University-World Campus,University Park,PA,16802-1503,NULL,NULL,NULL,NULL,NULL,450,560,NULL,NULL,505,NULL,NULL,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,7,NULL,1201
Penrose Academy,Scottsdale,AZ,85254-4065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pensacola School of Massage Therapy & Health Careers,Pensacola,FL,32504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pensacola State College,Pensacola,FL,32504-8998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Penta County Joint Vocational School,Perrysburg,OH,43551-4594,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pentecostal Theological Seminary,Cleveland,TN,37320-3330,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pepperdine University,Malibu,CA,90263,0.3172,610,700,620,750,550,650,655,685,600,27,32,28,35,25,30,8,9,30,32,28,9,1349,1349
Perry Technical Institute,Yakima,WA,98903-1296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Peru State College,Peru,NE,68421-0010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pets Playground Grooming School,Pompano Beach,FL,33062-3705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pfeiffer University,Misenheimer,NC,28109-0960,0.6378,460,570,455,570,NULL,NULL,515,513,NULL,16,23,14,22,17,23,NULL,NULL,20,18,20,NULL,1029,1029
Phagans Beauty College,Corvallis,OR,97333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Phagans Central Oregon Beauty College,Bend,OR,97701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Phagans Grants Pass College of Beauty,Grants Pass,OR,97526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Phagans Medford Beauty School,Medford,OR,97504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Phagans School of Beauty,Salem,OR,97301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Phagans School of Hair Design,Happy Valley,OR,97086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Philadelphia College of Osteopathic Medicine,Philadelphia,PA,19131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
