overall_qual,age,exter_qual,bsmt_qual,total_bsmt_sf,heating_qc,1st_flr_sf,gr_liv_area,total_bath,kitchen_qual,fireplace_qu,garage_cars,house_style,exterior_1st,mas_vnr_type,foundation,garage_type,overall_qual*overall_qual,overall_qual*gr_liv_area,exter_qual*1st_flr_sf,total_bsmt_sf*kitchen_qual,mas_vnr_area,lot_area,bsmtfin_type_1,ms_zoning,lot_config,saleprice
6,16,3,3,686.0,3,686,1461,1.0,3,4,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,36,8766,2058,2058.0,0.0,7155,1,RL,Inside,135000
6,17,4,4,930.0,5,1364,2683,3.5,4,4,2.0,2Story,HdBoard,BrkFace,PConc,Attchd,36,16098,5456,3720.0,304.0,9205,5,RL,Inside,290000
7,0,4,4,1246.0,5,1258,1258,2.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,8806,5032,4984.0,0.0,7697,1,RL,Inside,173500
5,4,3,3,896.0,5,1112,2008,4.0,5,0,1.0,2Story,MetalSd,None,CBlock,Attchd,25,10040,3336,4480.0,0.0,7800,6,RL,Inside,225000
5,46,3,3,864.0,3,1187,1187,2.0,3,3,2.0,1Story,Wd Sdng,None,CBlock,Attchd,25,5935,3561,2592.0,0.0,14357,5,RL,CulDSac,140500
5,13,3,4,990.0,4,990,990,1.0,3,0,1.0,1Story,VinylSd,None,PConc,Attchd,25,4950,2970,2970.0,0.0,8775,6,RL,Inside,126000
8,9,4,4,960.0,5,962,1586,3.5,4,0,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,64,12688,3848,3840.0,466.0,2645,6,FV,Inside,170000
5,11,3,4,990.0,5,990,990,1.5,3,0,2.0,1Story,VinylSd,None,PConc,Attchd,25,4950,2970,2970.0,0.0,13568,5,RL,CulDSac,156000
5,9,3,3,1484.0,3,1600,1600,2.0,3,4,1.0,1Story,MetalSd,None,CBlock,Attchd,25,8000,4800,4452.0,0.0,16321,4,RL,CulDSac,207500
8,0,4,4,896.0,5,896,1792,2.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,64,14336,3584,3584.0,0.0,8640,6,FV,Inside,255000
4,35,3,4,462.0,3,526,988,2.0,3,1,1.0,SLvl,CemntBd,None,CBlock,BuiltIn,16,3952,1578,1386.0,0.0,1596,6,RM,Inside,94900
5,49,3,3,1170.0,3,1170,1170,1.5,3,3,1.0,1Story,BrkFace,None,CBlock,Attchd,25,5850,3510,3510.0,0.0,7315,3,RL,Inside,140000
3,56,3,3,738.0,4,714,1376,1.0,3,0,1.0,2Story,MetalSd,None,BrkTil,Detchd,9,4128,2142,2214.0,0.0,7614,1,RM,Inside,96900
5,43,3,3,1154.0,5,1154,1154,1.5,3,1,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,25,5770,3462,3462.0,200.0,11000,4,RL,CulDSac,154000
8,8,4,3,725.0,5,909,1772,2.5,4,0,2.0,2Story,VinylSd,None,BrkTil,Detchd,64,14176,3636,2900.0,0.0,10337,1,RM,Inside,184900
10,0,5,5,2078.0,5,2084,2084,3.0,5,4,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,100,20840,10420,10390.0,816.0,14803,6,RL,Inside,385000
4,56,3,3,951.0,5,951,951,1.0,3,0,1.0,1Story,Wd Sdng,None,BrkTil,Detchd,16,3804,2853,2853.0,0.0,8765,5,RM,Inside,106500
8,9,4,4,1455.0,5,1466,2687,3.5,4,3,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,64,21496,5864,5820.0,150.0,12720,6,RL,Inside,327000
9,3,5,5,2458.0,5,2490,2490,3.0,5,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,81,22410,12450,12290.0,198.0,11128,6,RL,Corner,468000
6,59,3,3,1204.0,3,1204,1666,1.0,3,0,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,36,9996,3612,3612.0,0.0,5160,1,RM,Corner,135000
6,1,4,4,1141.0,5,1141,1141,1.5,3,0,2.0,1Story,VinylSd,None,PConc,Detchd,36,6846,4564,3423.0,0.0,13072,1,RL,Inside,142500
5,40,3,3,732.0,5,732,1464,1.5,3,0,2.0,2Story,MetalSd,None,CBlock,Attchd,25,7320,2196,2196.0,0.0,8814,2,RL,Inside,141000
5,28,3,3,672.0,3,778,1282,2.0,3,0,1.0,1.5Fin,Plywood,None,CBlock,Detchd,25,6410,2334,2016.0,0.0,4484,5,RL,Corner,108500
6,12,3,4,636.0,5,636,1320,2.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,36,7920,1908,2544.0,0.0,9019,5,RL,Inside,150000
8,0,4,4,1580.0,5,1580,1580,2.0,4,0,3.0,1Story,VinylSd,Stone,PConc,Attchd,64,12640,6320,6320.0,186.0,11932,1,RL,FR2,235128
7,5,3,4,1643.0,3,1824,1824,3.0,4,3,2.0,1Story,Plywood,Stone,CBlock,Attchd,49,12768,5472,6572.0,351.0,115149,6,RL,CulDSac,302000
5,7,3,3,864.0,3,1558,1558,3.0,3,0,2.0,1Story,Plywood,None,CBlock,Attchd,25,7790,4674,2592.0,0.0,14330,3,RL,CulDSac,163000
3,3,3,0,0.0,3,640,640,1.0,3,0,1.0,1Story,VinylSd,None,CBlock,Detchd,9,1920,1920,0.0,0.0,8777,0,RL,Inside,84900
6,35,3,3,855.0,3,855,1322,3.0,3,2,2.0,2Story,Plywood,None,CBlock,Attchd,36,7932,2565,2565.0,0.0,2308,5,RL,Inside,147000
7,4,4,3,910.0,5,916,1826,2.5,5,4,1.0,2Story,Stucco,None,PConc,Attchd,49,12782,3664,4550.0,0.0,2500,5,RM,Corner,155000
7,16,3,4,1309.0,3,1339,1339,3.0,3,3,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,49,9373,4017,3927.0,54.0,8049,5,RL,CulDSac,180000
7,4,4,5,868.0,5,1146,1146,3.0,4,4,2.0,SLvl,VinylSd,BrkFace,PConc,Attchd,49,8022,4584,3472.0,442.0,9590,6,RL,Corner,187500
6,33,3,3,1041.0,5,1125,1125,2.0,3,2,1.0,SLvl,MetalSd,BrkFace,CBlock,Detchd,36,6750,3375,3123.0,255.0,7200,5,RL,Inside,125000
7,19,4,4,1017.0,4,1020,2057,1.5,4,4,1.0,1.5Fin,BrkFace,None,CBlock,Attchd,49,14399,4080,4068.0,0.0,11500,3,RL,Inside,250000
5,58,3,3,481.0,3,899,899,1.0,3,0,1.0,1Story,MetalSd,None,BrkTil,Detchd,25,4495,2697,1443.0,0.0,6756,1,RM,Inside,78000
8,0,5,5,1694.0,5,1694,1694,2.0,4,0,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,13552,8470,6776.0,254.0,12030,1,RL,Inside,318000
8,12,4,4,777.0,5,1065,1911,2.5,4,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,15288,4260,3108.0,125.0,9554,6,RL,Inside,215000
6,32,3,4,1193.0,3,1523,1523,2.5,3,3,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,36,9138,4569,3579.0,160.0,11361,5,RL,Inside,180000
6,22,3,4,1606.0,3,1651,1651,3.0,3,3,2.0,1Story,VinylSd,Stone,CBlock,Attchd,36,9906,4953,4818.0,132.0,12416,5,RL,Inside,184000
5,50,3,3,1041.0,5,1041,1041,2.0,3,0,1.0,1Story,MetalSd,BrkFace,CBlock,Attchd,25,5205,3123,3123.0,132.0,9600,5,RL,Corner,124500
5,52,3,3,1604.0,3,1604,1604,2.0,3,0,2.0,1Story,HdBoard,None,CBlock,Attchd,25,8020,4812,4812.0,0.0,8267,1,RL,Corner,135000
6,19,3,3,981.0,5,1014,1672,1.5,4,4,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,36,10032,3042,3924.0,0.0,6000,5,RM,Inside,164900
7,37,3,3,1164.0,3,1164,1164,1.5,3,0,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,49,8148,3492,3492.0,168.0,9600,1,RL,Inside,140000
5,51,3,3,1041.0,4,1041,1041,1.0,3,0,1.0,1Story,BrkFace,None,CBlock,Attchd,25,5205,3123,3123.0,0.0,7350,1,RL,Inside,128000
6,30,3,4,450.0,5,1034,1034,1.5,3,1,2.0,SFoyer,HdBoard,BrkCmn,CBlock,Basment,36,6204,3102,1350.0,40.0,7703,5,RL,CulDSac,153000
6,58,4,4,796.0,5,825,1609,1.0,3,0,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,36,9654,3300,2388.0,0.0,4347,1,RM,Inside,127500
5,2,3,3,572.0,4,1337,1337,2.0,4,4,1.0,1Story,HdBoard,None,CBlock,Attchd,25,6685,4011,2288.0,0.0,9600,4,RL,Inside,141500
8,15,4,5,1463.0,5,1500,2622,3.5,4,3,2.0,2Story,HdBoard,BrkFace,PConc,Attchd,64,20976,6000,5852.0,362.0,12256,6,RL,Corner,325000
7,14,3,4,1594.0,5,1594,1594,2.0,4,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,11158,4782,6376.0,112.0,9547,1,RL,Inside,188500
6,0,4,4,1262.0,4,1262,1262,2.0,4,0,2.0,1Story,VinylSd,Stone,PConc,Attchd,36,7572,5048,5048.0,68.0,7200,6,FV,Inside,185000
6,2,3,3,624.0,5,664,1288,2.0,5,4,1.0,2Story,Stucco,None,BrkTil,Attchd,36,7728,1992,3120.0,0.0,3600,1,RM,Inside,119000
5,38,3,3,630.0,3,630,1302,2.5,3,0,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,25,6510,1890,1890.0,142.0,1680,1,RM,Inside,112000
8,1,4,4,1247.0,5,1247,1247,2.5,4,4,2.0,1Story,MetalSd,None,PConc,Attchd,64,9976,4988,4988.0,0.0,3316,6,FV,Inside,197000
9,0,4,5,1738.0,4,1738,2589,3.5,5,4,3.0,2Story,VinylSd,Stone,PConc,Attchd,81,23301,6952,8690.0,215.0,16387,6,RL,Inside,412083
8,6,4,4,1568.0,5,1689,1689,3.0,4,4,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,64,13512,6756,6272.0,148.0,13265,6,RL,CulDSac,271000
7,4,4,4,1405.0,5,1405,1405,3.0,4,4,2.0,1Story,VinylSd,Stone,PConc,Attchd,49,9835,5620,5620.0,235.0,3242,6,RL,Inside,200000
7,31,3,4,1228.0,3,1324,1324,2.5,4,2,2.0,SLvl,Plywood,Stone,CBlock,Attchd,49,9268,3972,4912.0,130.0,8991,6,RL,CulDSac,174000
5,47,3,3,1377.0,3,1377,1377,2.0,3,3,1.0,1Story,BrkFace,None,CBlock,Attchd,25,6885,4131,4131.0,0.0,8000,4,RL,Inside,156500
6,10,4,5,872.0,5,888,1756,3.5,3,0,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,36,10536,3552,2616.0,42.0,9303,5,RL,Corner,204000
5,2,3,3,1228.0,4,1228,1228,1.5,4,0,1.0,1Story,HdBoard,None,CBlock,Attchd,25,6140,3684,4912.0,0.0,8544,1,RL,CulDSac,149350
5,52,3,3,1008.0,4,1008,1008,1.0,3,4,1.0,1Story,BrkFace,None,CBlock,Attchd,25,5040,3024,3024.0,0.0,11425,4,RL,Corner,137000
7,9,4,4,1153.0,5,1153,2031,2.5,4,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,14217,4612,4612.0,202.0,11404,5,RL,Inside,222500
6,0,4,4,752.0,5,752,1504,2.5,4,0,2.0,2Story,VinylSd,Stone,PConc,Attchd,36,9024,3008,3008.0,22.0,8229,1,RL,Inside,166000
4,55,3,0,0.0,3,1383,1383,1.0,3,0,2.0,1Story,VinylSd,None,CBlock,Attchd,16,5532,4149,0.0,0.0,15635,0,RL,CulDSac,122000
5,17,3,3,967.0,4,967,967,1.0,3,4,1.0,1Story,MetalSd,None,BrkTil,Detchd,25,4835,2901,2901.0,0.0,3153,1,RM,Inside,99900
8,1,4,4,1656.0,5,1656,1656,2.0,4,0,3.0,1Story,VinylSd,None,PConc,Attchd,64,13248,6624,6624.0,0.0,11096,6,FV,Inside,249700
6,5,3,3,1092.0,5,1152,1152,1.5,4,4,1.0,1Story,HdBoard,None,CBlock,Attchd,36,6912,3456,4368.0,0.0,14000,1,RL,Inside,158500
6,6,4,4,1381.0,5,1403,1403,3.0,4,0,2.0,1Story,VinylSd,None,Wood,Attchd,36,8418,5612,5524.0,0.0,8098,6,RL,Inside,202000
5,1,3,3,1626.0,5,1712,1712,2.0,3,0,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,25,8560,5136,4878.0,122.0,8393,2,RL,Corner,145000
4,39,3,4,1198.0,3,1258,1258,3.0,3,0,2.0,SFoyer,Plywood,None,CBlock,CarPort,16,5032,3774,3594.0,0.0,12900,6,RL,Inside,108959
5,60,3,3,747.0,3,1687,1687,2.0,3,3,2.0,1Story,Wd Sdng,None,CBlock,Detchd,25,8435,5061,2241.0,0.0,57200,4,RL,Inside,160000
5,49,3,3,1560.0,3,1560,1560,2.0,3,0,2.0,1Story,Wd Sdng,Stone,CBlock,Detchd,25,7800,4680,4680.0,260.0,8078,1,RL,Inside,128600
7,31,3,4,793.0,3,1142,1935,2.5,3,3,2.0,2Story,Plywood,BrkFace,CBlock,Attchd,49,13545,3426,2379.0,233.0,12384,1,RL,CulDSac,197900
7,30,4,5,1047.0,3,1083,1083,2.0,3,2,2.0,SFoyer,VinylSd,Stone,CBlock,Attchd,49,7581,4332,3141.0,252.0,9927,6,RL,Inside,172000
5,30,3,4,876.0,3,907,907,2.0,3,0,1.0,1Story,HdBoard,None,CBlock,Attchd,25,4535,2721,2628.0,0.0,16300,3,RL,CulDSac,130000
6,8,4,5,1666.0,5,1675,1675,3.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,36,10050,6700,6664.0,0.0,7915,6,RL,Inside,195000
5,54,3,3,988.0,5,988,988,1.0,3,0,2.0,1Story,HdBoard,None,CBlock,Attchd,25,4940,2964,2964.0,0.0,21750,1,RL,Inside,113000
8,5,4,5,1491.0,5,1491,1491,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,64,11928,5964,5964.0,0.0,9116,1,RL,Corner,209000
7,20,3,4,1645.0,5,1479,1479,4.5,4,2,2.0,SLvl,Plywood,BrkFace,PConc,Attchd,49,10353,4437,6580.0,310.0,14419,6,RL,Corner,213500
5,58,3,3,631.0,3,1112,1112,1.0,3,0,2.0,1Story,MetalSd,None,CBlock,Basment,25,5560,3336,1893.0,0.0,13070,3,RL,Corner,126000
6,53,3,3,1436.0,2,1689,1689,1.0,3,4,2.0,1Story,Wd Sdng,None,CBlock,Attchd,36,10134,5067,4308.0,0.0,9855,1,RL,Corner,127500
9,1,5,5,1710.0,5,1710,1710,3.0,5,4,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,81,15390,8550,8550.0,178.0,8118,6,RL,Inside,334000
6,48,3,3,1253.0,3,1253,1253,2.5,3,2,1.0,1Story,MetalSd,BrkFace,CBlock,Attchd,36,7518,3759,3759.0,212.0,10920,4,RL,Corner,157000
5,45,3,3,864.0,4,864,864,1.0,3,0,1.0,1Story,Wd Sdng,None,CBlock,Detchd,25,4320,2592,2592.0,0.0,6600,5,RL,Inside,125500
7,3,4,4,728.0,5,728,1456,3.5,4,4,2.0,2Story,WdShing,None,PConc,Attchd,49,10192,2912,2912.0,0.0,8199,6,RL,Inside,189000
7,18,3,4,1188.0,5,1217,1217,3.0,4,0,2.0,SLvl,HdBoard,None,PConc,Attchd,49,8519,3651,4752.0,0.0,9947,6,RL,CulDSac,173000
7,32,4,4,1748.0,4,2151,2646,4.0,4,3,2.0,SLvl,WdShing,BrkFace,CBlock,Attchd,49,18522,8604,6992.0,145.0,14330,5,RL,Corner,260000
8,2,4,4,866.0,5,866,1768,2.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,64,14144,3464,3464.0,0.0,10769,6,RL,Inside,212000
5,10,4,4,870.0,5,914,914,1.0,3,0,2.0,SFoyer,VinylSd,None,PConc,Detchd,25,4570,3656,2610.0,0.0,8846,6,RL,CulDSac,148000
6,46,3,3,533.0,3,1131,1775,2.0,3,0,2.0,SLvl,HdBoard,None,CBlock,Attchd,36,10650,3393,1599.0,0.0,10600,1,RL,Inside,136300
5,30,3,4,1361.0,5,1361,2620,3.0,3,3,2.0,1.5Fin,Plywood,None,CBlock,BuiltIn,25,13100,4083,4083.0,1.0,18890,6,RL,Inside,190000
5,2,3,2,797.0,3,830,1627,2.0,3,0,2.0,2Story,MetalSd,None,BrkTil,Detchd,25,8135,2490,2391.0,0.0,9142,1,RM,Inside,139500
7,4,4,4,660.0,5,660,1320,2.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,49,9240,2640,2640.0,0.0,7750,1,RL,Inside,162000
4,57,3,3,732.0,4,772,1123,1.0,3,0,1.0,1.5Fin,AsbShng,None,PConc,Detchd,16,4492,2316,2196.0,0.0,6060,1,RM,Inside,100000
5,3,3,3,864.0,5,874,874,2.0,3,0,1.0,1Story,Plywood,None,CBlock,Attchd,25,4370,2622,2592.0,0.0,10172,5,RL,Inside,126500
7,20,4,3,1502.0,5,1553,2730,3.5,4,3,2.0,2Story,Plywood,BrkFace,CBlock,Attchd,49,19110,6212,6008.0,172.0,10380,2,RL,Inside,301000
6,10,3,4,824.0,5,905,1786,3.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,36,10716,2715,3296.0,0.0,9337,6,RL,Inside,204750
4,59,3,0,0.0,2,1040,1040,2.0,3,0,2.0,1Story,BrkFace,None,Slab,Detchd,16,4160,3120,0.0,0.0,7200,0,RL,Inside,90000
5,48,3,3,973.0,3,1377,2350,2.0,3,0,2.0,2Story,AsbShng,None,BrkTil,2Types,25,11750,4131,2919.0,0.0,9600,3,RM,Inside,130000
5,38,3,4,900.0,5,884,1770,2.5,3,0,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,25,8850,2652,2700.0,300.0,8640,5,RL,Inside,155000
5,48,3,3,1269.0,3,1269,1269,1.5,3,2,1.0,1Story,BrkFace,None,CBlock,Detchd,25,6345,3807,3807.0,0.0,7931,4,RL,Inside,155000
5,45,3,3,1039.0,5,1039,1039,2.5,3,0,2.0,1Story,Plywood,None,PConc,Attchd,25,5195,3117,3117.0,0.0,11625,4,RL,Inside,131500
6,38,3,3,1156.0,5,1520,1520,2.0,3,4,1.0,SLvl,AsbShng,BrkFace,CBlock,Basment,36,9120,4560,3468.0,164.0,9600,4,RL,Inside,153000
8,2,4,5,1704.0,5,1704,1704,3.0,4,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,64,13632,6816,6816.0,200.0,11478,6,RL,Inside,306000
9,0,4,5,1686.0,5,1686,1686,3.0,5,4,3.0,1Story,MetalSd,BrkFace,PConc,Attchd,81,15174,6744,8430.0,518.0,7740,6,RL,Inside,332200
8,0,4,4,1638.0,5,1646,1646,3.0,4,4,3.0,1Story,VinylSd,Stone,PConc,Attchd,64,13168,6584,6552.0,338.0,9520,6,RL,Inside,293077
4,46,3,3,914.0,5,914,914,1.0,3,0,1.0,1Story,MetalSd,None,BrkTil,Basment,16,3656,2742,2742.0,0.0,17199,5,RL,FR2,128000
6,3,3,3,1149.0,4,1149,1616,2.0,4,0,1.0,1Story,MetalSd,None,BrkTil,Detchd,36,9696,3447,4596.0,0.0,5400,2,RM,Corner,152000
6,57,3,3,1008.0,3,1178,2210,2.0,2,0,1.0,2Story,Wd Sdng,None,BrkTil,Detchd,36,13260,3534,2016.0,0.0,9900,1,RM,Inside,117500
6,57,3,3,845.0,3,866,1296,1.0,3,0,2.0,1.5Fin,MetalSd,None,BrkTil,Detchd,36,7776,2598,2535.0,0.0,6000,3,RM,Inside,127500
8,26,4,4,2461.0,4,2497,2497,3.0,4,4,2.0,1Story,BrkFace,None,CBlock,Attchd,64,19976,9988,9844.0,0.0,17778,5,RL,Inside,373000
7,3,3,4,423.0,5,896,1652,3.5,4,0,2.0,SLvl,VinylSd,BrkFace,PConc,BuiltIn,49,11564,2688,1692.0,44.0,19645,6,RL,FR2,203135
7,13,4,4,880.0,5,909,1716,2.5,4,3,2.0,2Story,VinylSd,None,PConc,Attchd,49,12012,3636,3520.0,0.0,8750,1,RL,Inside,191000
5,52,3,0,0.0,3,1014,1014,1.0,3,0,1.0,1Story,HdBoard,None,Slab,Attchd,25,5070,3042,0.0,0.0,7785,0,RL,Inside,98000
8,3,4,5,1422.0,5,1432,1432,2.0,4,4,2.0,1Story,VinylSd,Stone,PConc,Attchd,64,11456,5728,5688.0,206.0,9139,6,RL,Inside,245000
7,10,4,5,1650.0,5,1680,1680,3.0,4,3,2.0,1Story,VinylSd,None,PConc,Attchd,49,11760,6720,6600.0,0.0,10140,2,RL,Inside,213250
4,58,3,0,0.0,3,869,869,1.0,3,0,1.0,1Story,MetalSd,None,Slab,Detchd,16,3476,2607,0.0,0.0,10122,0,RL,Inside,89900
7,11,3,4,832.0,4,885,1718,2.5,3,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,12026,2655,2496.0,40.0,10141,1,RL,Corner,185000
6,34,3,3,525.0,3,525,1092,1.5,3,0,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,36,6552,1575,1575.0,567.0,2205,5,RM,Inside,113500
3,56,3,3,715.0,2,715,715,1.0,3,0,2.0,1Story,Wd Sdng,None,CBlock,Detchd,9,2145,2145,2145.0,0.0,10914,1,RL,Inside,68000
7,7,4,5,1560.0,5,1560,1560,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,10920,6240,6240.0,0.0,9196,1,RL,Inside,201000
7,3,4,4,866.0,4,866,1768,2.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,49,12376,3464,3464.0,0.0,9803,6,FV,Inside,226700
10,0,5,5,2320.0,5,2290,2290,4.5,5,4,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,100,22900,11450,11600.0,970.0,17169,6,RL,CulDSac,500067
7,1,4,4,848.0,5,848,1598,2.5,4,4,2.0,2Story,VinylSd,None,PConc,Attchd,49,11186,3392,3392.0,0.0,9171,1,RL,Inside,201490
5,14,3,4,990.0,5,990,990,2.0,3,0,2.0,1Story,VinylSd,None,PConc,Detchd,25,4950,2970,2970.0,0.0,9750,6,RL,Inside,155000
5,31,3,4,941.0,4,941,941,2.0,4,0,2.0,SFoyer,Plywood,BrkFace,CBlock,Attchd,25,4705,2823,3764.0,124.0,8604,6,RL,Inside,145000
6,9,3,2,611.0,5,751,1362,2.0,3,0,2.0,2Story,Wd Sdng,None,BrkTil,Detchd,36,8172,2253,1833.0,0.0,6155,1,RM,FR3,128000
6,7,3,4,915.0,5,940,1690,3.5,3,3,2.0,2Story,VinylSd,None,PConc,Attchd,36,10140,2820,2745.0,0.0,9487,6,RL,Inside,187000
6,3,3,4,547.0,4,1072,1072,2.0,3,0,2.0,SFoyer,VinylSd,BrkFace,Wood,Basment,36,6432,3216,1641.0,80.0,3675,6,RM,Inside,145500
4,59,3,3,572.0,2,572,572,1.0,3,0,1.0,1Story,MetalSd,None,BrkTil,Detchd,16,2288,1716,1716.0,0.0,10200,1,C (all),Inside,75000
7,1,4,4,1546.0,5,1546,1546,2.0,4,0,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10822,6184,6184.0,204.0,11750,6,RL,Inside,217000
7,2,4,4,1336.0,5,1346,1346,3.0,4,3,3.0,1Story,VinylSd,Stone,PConc,Attchd,49,9422,5384,5344.0,60.0,11896,6,RL,Corner,220000
6,34,3,3,732.0,4,1012,1790,3.0,3,3,2.0,2Story,VinylSd,None,CBlock,Attchd,36,10740,3036,2196.0,288.0,10400,3,RL,Inside,165150
6,30,3,4,940.0,3,1026,1026,2.0,3,0,2.0,SLvl,Plywood,None,CBlock,Detchd,36,6156,3078,2820.0,0.0,10970,6,RL,Inside,147000
7,13,4,4,1504.0,5,1504,1504,3.0,4,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10528,6016,6016.0,196.0,11883,6,RL,Inside,203000
5,51,3,3,1398.0,4,1700,1700,2.0,4,4,2.0,1Story,BrkFace,None,CBlock,Attchd,25,8500,5100,5592.0,0.0,10552,3,RL,Inside,165500
6,14,3,3,822.0,4,1020,1851,2.5,4,2,2.0,2Story,Wd Sdng,BrkFace,CBlock,Attchd,36,11106,3060,3288.0,340.0,9760,4,RL,Inside,187000
6,9,4,4,756.0,5,756,1512,3.5,4,0,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,36,9072,3024,3024.0,513.0,2998,6,FV,Inside,180000
6,2,3,3,651.0,4,759,1298,2.0,3,4,1.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,36,7788,2277,1953.0,0.0,6821,4,RL,Inside,146500
7,7,4,3,1673.0,5,1673,1673,3.0,4,3,2.0,1Story,VinylSd,None,PConc,Attchd,49,11711,6692,6692.0,0.0,11354,6,RL,Inside,270000
6,18,3,4,936.0,5,996,996,2.0,4,0,2.0,SFoyer,HdBoard,None,PConc,Attchd,36,5976,2988,3744.0,0.0,9069,6,RL,Inside,147000
6,6,3,3,816.0,3,816,1224,2.0,3,0,1.0,1.5Fin,WdShing,None,CBlock,Detchd,36,7344,2448,2448.0,0.0,8064,5,RL,Inside,132000
4,59,2,3,840.0,5,840,1374,1.0,3,0,1.0,1.5Fin,CBlock,None,PConc,Detchd,16,5496,1680,2520.0,0.0,5400,5,RL,Corner,105000
8,7,5,4,1650.0,5,1690,3279,4.5,5,4,3.0,2Story,CemntBd,BrkFace,PConc,BuiltIn,64,26232,8450,8250.0,603.0,53504,5,RL,CulDSac,538000
9,2,4,5,1652.0,5,1652,1652,3.0,5,5,2.0,1Story,VinylSd,Stone,PConc,Attchd,81,14868,6608,8260.0,300.0,13173,6,RL,Corner,325000
5,15,4,3,1046.0,4,1054,1054,1.0,3,0,1.0,1Story,VinylSd,None,CBlock,Detchd,25,5270,4216,3138.0,0.0,9488,1,RL,Inside,124000
5,41,3,3,935.0,3,935,935,2.0,3,0,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,25,4675,2805,2805.0,114.0,13526,4,RL,CulDSac,137000
4,59,3,3,1313.0,3,1313,2377,2.0,4,3,2.0,1.5Fin,MetalSd,None,BrkTil,Detchd,16,9508,3939,5252.0,0.0,10410,1,RL,Inside,142900
5,3,3,3,924.0,5,1122,1122,2.0,4,0,2.0,1Story,MetalSd,None,CBlock,Attchd,25,5610,3366,3696.0,0.0,12000,6,RM,Inside,147000
5,39,3,3,1180.0,3,1180,1180,1.5,3,0,2.0,1Story,HdBoard,None,CBlock,Attchd,25,5900,3540,3540.0,0.0,7830,1,RL,Inside,128000
7,56,3,3,815.0,5,815,1690,1.0,3,4,1.0,2.5Unf,MetalSd,None,BrkTil,Detchd,49,11830,2445,2445.0,0.0,8850,1,RM,Corner,144000
8,4,4,4,1370.0,5,1370,1370,2.0,4,4,2.0,1Story,VinylSd,Stone,PConc,Attchd,64,10960,5480,5480.0,178.0,7132,6,RL,Inside,205000
5,10,3,3,1486.0,5,1486,1486,2.0,3,0,2.0,1Story,MetalSd,None,PConc,Detchd,25,7430,4458,4458.0,0.0,9937,4,RL,Corner,167000
5,59,3,3,676.0,5,676,1131,1.5,3,0,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,25,5655,2028,2028.0,0.0,5720,1,RM,Inside,66500
8,13,4,4,1286.0,5,1565,2799,3.5,4,3,3.0,2Story,HdBoard,BrkFace,PConc,Attchd,64,22392,6260,5144.0,420.0,12585,2,RL,Inside,315000
7,1,4,4,728.0,5,728,1456,2.5,4,3,2.0,2Story,VinylSd,None,PConc,Attchd,49,10192,2912,2912.0,0.0,11103,1,RL,Corner,155835
8,13,4,4,1587.0,5,1734,1734,3.0,4,0,2.0,1Story,CemntBd,None,PConc,Attchd,64,13872,6936,6348.0,0.0,8013,6,RL,Corner,239500
